"Country or Area","Year","Area","Sex","Age","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Germany","2019","Total","Female","98","Data tabulated by year of occurrence","Final figure, complete","2021","5793",""
"Germany","2019","Total","Female","99","Data tabulated by year of occurrence","Final figure, complete","2021","4045",""
"Germany","2019","Total","Female","100","Data tabulated by year of occurrence","Final figure, complete","2021","1541",""
"Germany","2019","Total","Female","100 - 104","Data tabulated by year of occurrence","Final figure, complete","2021","3841",""
"Germany","2019","Total","Female","100 +","Data tabulated by year of occurrence","Final figure, complete","2021","4292",""
"Germany","2019","Total","Female","101","Data tabulated by year of occurrence","Final figure, complete","2021","895",""
"Germany","2019","Total","Female","102","Data tabulated by year of occurrence","Final figure, complete","2021","599",""
"Germany","2019","Total","Female","103","Data tabulated by year of occurrence","Final figure, complete","2021","441",""
"Germany","2019","Total","Female","104","Data tabulated by year of occurrence","Final figure, complete","2021","365",""
"Germany","2019","Total","Female","105","Data tabulated by year of occurrence","Final figure, complete","2021","229",""
"Germany","2019","Total","Female","105 - 109","Data tabulated by year of occurrence","Final figure, complete","2021","441",""
"Germany","2019","Total","Female","106","Data tabulated by year of occurrence","Final figure, complete","2021","107",""
"Germany","2019","Total","Female","107","Data tabulated by year of occurrence","Final figure, complete","2021","64",""
"Germany","2019","Total","Female","108","Data tabulated by year of occurrence","Final figure, complete","2021","29",""
"Germany","2019","Total","Female","109","Data tabulated by year of occurrence","Final figure, complete","2021","12",""
"Germany","2019","Total","Female","110 +","Data tabulated by year of occurrence","Final figure, complete","2021","10",""
"Germany","2018","Total","Both Sexes","Total","Data tabulated by year of occurrence","Final figure, complete","2020","954874",""
"Germany","2018","Total","Both Sexes","0","Data tabulated by year of occurrence","Final figure, complete","2020","2505",""
"Germany","2018","Total","Both Sexes","1","Data tabulated by year of occurrence","Final figure, complete","2020","215",""
"Germany","2018","Total","Both Sexes","1 - 4","Data tabulated by year of occurrence","Final figure, complete","2020","494",""
"Germany","2018","Total","Both Sexes","2","Data tabulated by year of occurrence","Final figure, complete","2020","111",""
"Germany","2018","Total","Both Sexes","3","Data tabulated by year of occurrence","Final figure, complete","2020","90",""
"Germany","2018","Total","Both Sexes","4","Data tabulated by year of occurrence","Final figure, complete","2020","78",""
"Germany","2018","Total","Both Sexes","5","Data tabulated by year of occurrence","Final figure, complete","2020","58",""
"Germany","2018","Total","Both Sexes","5 - 9","Data tabulated by year of occurrence","Final figure, complete","2020","290",""
"Germany","2018","Total","Both Sexes","6","Data tabulated by year of occurrence","Final figure, complete","2020","63",""
"Germany","2018","Total","Both Sexes","7","Data tabulated by year of occurrence","Final figure, complete","2020","51",""
"Germany","2018","Total","Both Sexes","8","Data tabulated by year of occurrence","Final figure, complete","2020","58",""
"Germany","2018","Total","Both Sexes","9","Data tabulated by year of occurrence","Final figure, complete","2020","60",""
"Germany","2018","Total","Both Sexes","10","Data tabulated by year of occurrence","Final figure, complete","2020","57",""
"Germany","2018","Total","Both Sexes","10 - 14","Data tabulated by year of occurrence","Final figure, complete","2020","324",""
"Germany","2018","Total","Both Sexes","11","Data tabulated by year of occurrence","Final figure, complete","2020","57",""
"Germany","2018","Total","Both Sexes","12","Data tabulated by year of occurrence","Final figure, complete","2020","61",""
"Germany","2018","Total","Both Sexes","13","Data tabulated by year of occurrence","Final figure, complete","2020","62",""
"Germany","2018","Total","Both Sexes","14","Data tabulated by year of occurrence","Final figure, complete","2020","87",""
"Germany","2018","Total","Both Sexes","15","Data tabulated by year of occurrence","Final figure, complete","2020","120",""
"Germany","2018","Total","Both Sexes","15 - 19","Data tabulated by year of occurrence","Final figure, complete","2020","943",""
"Germany","2018","Total","Both Sexes","16","Data tabulated by year of occurrence","Final figure, complete","2020","159",""
"Germany","2018","Total","Both Sexes","17","Data tabulated by year of occurrence","Final figure, complete","2020","168",""
"Germany","2018","Total","Both Sexes","18","Data tabulated by year of occurrence","Final figure, complete","2020","255",""
"Germany","2018","Total","Both Sexes","19","Data tabulated by year of occurrence","Final figure, complete","2020","241",""
"Germany","2018","Total","Both Sexes","20","Data tabulated by year of occurrence","Final figure, complete","2020","271",""
"Germany","2018","Total","Both Sexes","20 - 24","Data tabulated by year of occurrence","Final figure, complete","2020","1423",""
"Germany","2018","Total","Both Sexes","21","Data tabulated by year of occurrence","Final figure, complete","2020","282",""
"Germany","2018","Total","Both Sexes","22","Data tabulated by year of occurrence","Final figure, complete","2020","277",""
"Germany","2018","Total","Both Sexes","23","Data tabulated by year of occurrence","Final figure, complete","2020","274",""
"Germany","2018","Total","Both Sexes","24","Data tabulated by year of occurrence","Final figure, complete","2020","319",""
"Germany","2018","Total","Both Sexes","25","Data tabulated by year of occurrence","Final figure, complete","2020","321",""
"Germany","2018","Total","Both Sexes","25 - 29","Data tabulated by year of occurrence","Final figure, complete","2020","1836",""
"Germany","2018","Total","Both Sexes","26","Data tabulated by year of occurrence","Final figure, complete","2020","324",""
"Germany","2018","Total","Both Sexes","27","Data tabulated by year of occurrence","Final figure, complete","2020","363",""
"Germany","2018","Total","Both Sexes","28","Data tabulated by year of occurrence","Final figure, complete","2020","404",""
"Germany","2018","Total","Both Sexes","29","Data tabulated by year of occurrence","Final figure, complete","2020","424",""
"Germany","2018","Total","Both Sexes","30","Data tabulated by year of occurrence","Final figure, complete","2020","480",""
"Germany","2018","Total","Both Sexes","30 - 34","Data tabulated by year of occurrence","Final figure, complete","2020","2637",""
"Germany","2018","Total","Both Sexes","31","Data tabulated by year of occurrence","Final figure, complete","2020","486",""
"Germany","2018","Total","Both Sexes","32","Data tabulated by year of occurrence","Final figure, complete","2020","496",""
"Germany","2018","Total","Both Sexes","33","Data tabulated by year of occurrence","Final figure, complete","2020","591",""
"Germany","2018","Total","Both Sexes","34","Data tabulated by year of occurrence","Final figure, complete","2020","584",""
"Germany","2018","Total","Both Sexes","35","Data tabulated by year of occurrence","Final figure, complete","2020","621",""
"Germany","2018","Total","Both Sexes","35 - 39","Data tabulated by year of occurrence","Final figure, complete","2020","3833",""
"Germany","2018","Total","Both Sexes","36","Data tabulated by year of occurrence","Final figure, complete","2020","696",""
"Germany","2018","Total","Both Sexes","37","Data tabulated by year of occurrence","Final figure, complete","2020","742",""
"Germany","2018","Total","Both Sexes","38","Data tabulated by year of occurrence","Final figure, complete","2020","867",""
"Germany","2018","Total","Both Sexes","39","Data tabulated by year of occurrence","Final figure, complete","2020","907",""
"Germany","2018","Total","Both Sexes","40","Data tabulated by year of occurrence","Final figure, complete","2020","917",""
"Germany","2018","Total","Both Sexes","40 - 44","Data tabulated by year of occurrence","Final figure, complete","2020","5547",""
"Germany","2018","Total","Both Sexes","41","Data tabulated by year of occurrence","Final figure, complete","2020","1066",""
"Germany","2018","Total","Both Sexes","42","Data tabulated by year of occurrence","Final figure, complete","2020","1098",""
"Germany","2018","Total","Both Sexes","43","Data tabulated by year of occurrence","Final figure, complete","2020","1185",""
"Germany","2018","Total","Both Sexes","44","Data tabulated by year of occurrence","Final figure, complete","2020","1281",""
"Germany","2018","Total","Both Sexes","45","Data tabulated by year of occurrence","Final figure, complete","2020","1531",""
"Germany","2018","Total","Both Sexes","45 - 49","Data tabulated by year of occurrence","Final figure, complete","2020","11060",""
"Germany","2018","Total","Both Sexes","46","Data tabulated by year of occurrence","Final figure, complete","2020","1816",""
"Germany","2018","Total","Both Sexes","47","Data tabulated by year of occurrence","Final figure, complete","2020","2163",""
"Germany","2018","Total","Both Sexes","48","Data tabulated by year of occurrence","Final figure, complete","2020","2523",""
"Germany","2018","Total","Both Sexes","49","Data tabulated by year of occurrence","Final figure, complete","2020","3027",""
"Germany","2018","Total","Both Sexes","50","Data tabulated by year of occurrence","Final figure, complete","2020","3494",""
"Germany","2018","Total","Both Sexes","50 - 54","Data tabulated by year of occurrence","Final figure, complete","2020","22654",""
"Germany","2018","Total","Both Sexes","51","Data tabulated by year of occurrence","Final figure, complete","2020","4038",""
"Germany","2018","Total","Both Sexes","52","Data tabulated by year of occurrence","Final figure, complete","2020","4449",""
"Germany","2018","Total","Both Sexes","53","Data tabulated by year of occurrence","Final figure, complete","2020","5065",""
"Germany","2018","Total","Both Sexes","54","Data tabulated by year of occurrence","Final figure, complete","2020","5608",""
"Germany","2018","Total","Both Sexes","55","Data tabulated by year of occurrence","Final figure, complete","2020","6311",""
"Germany","2018","Total","Both Sexes","55 - 59","Data tabulated by year of occurrence","Final figure, complete","2020","36452",""
"Germany","2018","Total","Both Sexes","56","Data tabulated by year of occurrence","Final figure, complete","2020","6738",""
"Germany","2018","Total","Both Sexes","57","Data tabulated by year of occurrence","Final figure, complete","2020","7418",""
"Germany","2018","Total","Both Sexes","58","Data tabulated by year of occurrence","Final figure, complete","2020","7740",""
"Germany","2018","Total","Both Sexes","59","Data tabulated by year of occurrence","Final figure, complete","2020","8245",""
"Germany","2018","Total","Both Sexes","60","Data tabulated by year of occurrence","Final figure, complete","2020","8742",""
"Germany","2018","Total","Both Sexes","60 - 64","Data tabulated by year of occurrence","Final figure, complete","2020","49584",""
"Germany","2018","Total","Both Sexes","61","Data tabulated by year of occurrence","Final figure, complete","2020","9237",""
"Germany","2018","Total","Both Sexes","62","Data tabulated by year of occurrence","Final figure, complete","2020","9880",""
"Germany","2018","Total","Both Sexes","63","Data tabulated by year of occurrence","Final figure, complete","2020","10472",""
"Germany","2018","Total","Both Sexes","64","Data tabulated by year of occurrence","Final figure, complete","2020","11253",""
"Germany","2018","Total","Both Sexes","65","Data tabulated by year of occurrence","Final figure, complete","2020","11582",""
"Germany","2018","Total","Both Sexes","65 - 69","Data tabulated by year of occurrence","Final figure, complete","2020","65660",""
"Germany","2018","Total","Both Sexes","66","Data tabulated by year of occurrence","Final figure, complete","2020","12624",""
"Germany","2018","Total","Both Sexes","67","Data tabulated by year of occurrence","Final figure, complete","2020","13185",""
"Germany","2018","Total","Both Sexes","68","Data tabulated by year of occurrence","Final figure, complete","2020","13979",""
"Germany","2018","Total","Both Sexes","69","Data tabulated by year of occurrence","Final figure, complete","2020","14290",""
"Germany","2018","Total","Both Sexes","70","Data tabulated by year of occurrence","Final figure, complete","2020","13926",""
"Germany","2018","Total","Both Sexes","70 - 74","Data tabulated by year of occurrence","Final figure, complete","2020","75437",""
"Germany","2018","Total","Both Sexes","71","Data tabulated by year of occurrence","Final figure, complete","2020","14379",""
"Germany","2018","Total","Both Sexes","72","Data tabulated by year of occurrence","Final figure, complete","2020","12322",""
"Germany","2018","Total","Both Sexes","73","Data tabulated by year of occurrence","Final figure, complete","2020","15490",""
"Germany","2018","Total","Both Sexes","74","Data tabulated by year of occurrence","Final figure, complete","2020","19320",""
"Germany","2018","Total","Both Sexes","75","Data tabulated by year of occurrence","Final figure, complete","2020","19958",""
"Germany","2018","Total","Both Sexes","75 - 79","Data tabulated by year of occurrence","Final figure, complete","2020","137300",""
"Germany","2018","Total","Both Sexes","76","Data tabulated by year of occurrence","Final figure, complete","2020","24148",""
"Germany","2018","Total","Both Sexes","77","Data tabulated by year of occurrence","Final figure, complete","2020","27771",""
"Germany","2018","Total","Both Sexes","78","Data tabulated by year of occurrence","Final figure, complete","2020","32127",""
"Germany","2018","Total","Both Sexes","79","Data tabulated by year of occurrence","Final figure, complete","2020","33296",""
"Germany","2018","Total","Both Sexes","80","Data tabulated by year of occurrence","Final figure, complete","2020","33364",""
"Germany","2018","Total","Both Sexes","80 - 84","Data tabulated by year of occurrence","Final figure, complete","2020","176688",""
"Germany","2018","Total","Both Sexes","81","Data tabulated by year of occurrence","Final figure, complete","2020","34881",""
"Germany","2018","Total","Both Sexes","82","Data tabulated by year of occurrence","Final figure, complete","2020","36635",""
"Germany","2018","Total","Both Sexes","83","Data tabulated by year of occurrence","Final figure, complete","2020","37742",""
"Germany","2018","Total","Both Sexes","84","Data tabulated by year of occurrence","Final figure, complete","2020","34066",""
"Germany","2018","Total","Both Sexes","85","Data tabulated by year of occurrence","Final figure, complete","2020","31956",""
"Germany","2018","Total","Both Sexes","85 - 89","Data tabulated by year of occurrence","Final figure, complete","2020","174068",""
"Germany","2018","Total","Both Sexes","86","Data tabulated by year of occurrence","Final figure, complete","2020","33822",""
"Germany","2018","Total","Both Sexes","87","Data tabulated by year of occurrence","Final figure, complete","2020","35940",""
"Germany","2018","Total","Both Sexes","88","Data tabulated by year of occurrence","Final figure, complete","2020","36728",""
"Germany","2018","Total","Both Sexes","89","Data tabulated by year of occurrence","Final figure, complete","2020","35622",""
"Germany","2018","Total","Both Sexes","90","Data tabulated by year of occurrence","Final figure, complete","2020","32892",""
"Germany","2018","Total","Both Sexes","90 - 94","Data tabulated by year of occurrence","Final figure, complete","2020","131971",""
"Germany","2018","Total","Both Sexes","91","Data tabulated by year of occurrence","Final figure, complete","2020","29674",""
"Germany","2018","Total","Both Sexes","92","Data tabulated by year of occurrence","Final figure, complete","2020","27213",""
"Germany","2018","Total","Both Sexes","93","Data tabulated by year of occurrence","Final figure, complete","2020","23447",""
"Germany","2018","Total","Both Sexes","94","Data tabulated by year of occurrence","Final figure, complete","2020","18745",""
"Germany","2018","Total","Both Sexes","95","Data tabulated by year of occurrence","Final figure, complete","2020","15811",""
"Germany","2018","Total","Both Sexes","95 - 99","Data tabulated by year of occurrence","Final figure, complete","2020","48715",""
"Germany","2018","Total","Both Sexes","96","Data tabulated by year of occurrence","Final figure, complete","2020","13178",""
"Germany","2018","Total","Both Sexes","97","Data tabulated by year of occurrence","Final figure, complete","2020","10006",""
"Germany","2018","Total","Both Sexes","98","Data tabulated by year of occurrence","Final figure, complete","2020","6936",""
"Germany","2018","Total","Both Sexes","99","Data tabulated by year of occurrence","Final figure, complete","2020","2784",""
"Germany","2018","Total","Both Sexes","100 +","Data tabulated by year of occurrence","Final figure, complete","2020","5453",""
"Germany","2018","Total","Male","Total","Data tabulated by year of occurrence","Final figure, complete","2020","470032",""
"Germany","2018","Total","Male","0","Data tabulated by year of occurrence","Final figure, complete","2020","1399",""
"Germany","2018","Total","Male","1","Data tabulated by year of occurrence","Final figure, complete","2020","107",""
"Germany","2018","Total","Male","1 - 4","Data tabulated by year of occurrence","Final figure, complete","2020","260",""
"Germany","2018","Total","Male","2","Data tabulated by year of occurrence","Final figure, complete","2020","57",""
"Germany","2018","Total","Male","3","Data tabulated by year of occurrence","Final figure, complete","2020","51",""
"Germany","2018","Total","Male","4","Data tabulated by year of occurrence","Final figure, complete","2020","45",""
"Germany","2018","Total","Male","5","Data tabulated by year of occurrence","Final figure, complete","2020","33",""
"Germany","2018","Total","Male","5 - 9","Data tabulated by year of occurrence","Final figure, complete","2020","171",""
"Germany","2018","Total","Male","6","Data tabulated by year of occurrence","Final figure, complete","2020","32",""
"Germany","2018","Total","Male","7","Data tabulated by year of occurrence","Final figure, complete","2020","38",""
"Germany","2018","Total","Male","8","Data tabulated by year of occurrence","Final figure, complete","2020","30",""
"Germany","2018","Total","Male","9","Data tabulated by year of occurrence","Final figure, complete","2020","38",""
"Germany","2018","Total","Male","10","Data tabulated by year of occurrence","Final figure, complete","2020","35",""
"Germany","2018","Total","Male","10 - 14","Data tabulated by year of occurrence","Final figure, complete","2020","187",""
"Germany","2018","Total","Male","11","Data tabulated by year of occurrence","Final figure, complete","2020","27",""
"Germany","2018","Total","Male","12","Data tabulated by year of occurrence","Final figure, complete","2020","34",""
"Germany","2018","Total","Male","13","Data tabulated by year of occurrence","Final figure, complete","2020","36",""
"Germany","2018","Total","Male","14","Data tabulated by year of occurrence","Final figure, complete","2020","55",""
"Germany","2018","Total","Male","15","Data tabulated by year of occurrence","Final figure, complete","2020","75",""
"Germany","2018","Total","Male","15 - 19","Data tabulated by year of occurrence","Final figure, complete","2020","639",""
"Germany","2018","Total","Male","16","Data tabulated by year of occurrence","Final figure, complete","2020","101",""
"Germany","2018","Total","Male","17","Data tabulated by year of occurrence","Final figure, complete","2020","111",""
"Germany","2018","Total","Male","18","Data tabulated by year of occurrence","Final figure, complete","2020","178",""
"Germany","2018","Total","Male","19","Data tabulated by year of occurrence","Final figure, complete","2020","174",""
"Germany","2018","Total","Male","20","Data tabulated by year of occurrence","Final figure, complete","2020","199",""
"Germany","2018","Total","Male","20 - 24","Data tabulated by year of occurrence","Final figure, complete","2020","1054",""
"Germany","2018","Total","Male","21","Data tabulated by year of occurrence","Final figure, complete","2020","210",""
"Germany","2018","Total","Male","22","Data tabulated by year of occurrence","Final figure, complete","2020","216",""
"Germany","2018","Total","Male","23","Data tabulated by year of occurrence","Final figure, complete","2020","197",""
"Germany","2018","Total","Male","24","Data tabulated by year of occurrence","Final figure, complete","2020","232",""
"Germany","2018","Total","Male","25","Data tabulated by year of occurrence","Final figure, complete","2020","222",""
"Germany","2018","Total","Male","25 - 29","Data tabulated by year of occurrence","Final figure, complete","2020","1281",""
"Germany","2018","Total","Male","26","Data tabulated by year of occurrence","Final figure, complete","2020","242",""
"Germany","2018","Total","Male","27","Data tabulated by year of occurrence","Final figure, complete","2020","256",""
"Germany","2018","Total","Male","28","Data tabulated by year of occurrence","Final figure, complete","2020","278",""
"Germany","2018","Total","Male","29","Data tabulated by year of occurrence","Final figure, complete","2020","283",""
"Germany","2018","Total","Male","30","Data tabulated by year of occurrence","Final figure, complete","2020","318",""
"Germany","2018","Total","Male","30 - 34","Data tabulated by year of occurrence","Final figure, complete","2020","1724",""
"Germany","2018","Total","Male","31","Data tabulated by year of occurrence","Final figure, complete","2020","310",""
"Germany","2018","Total","Male","32","Data tabulated by year of occurrence","Final figure, complete","2020","319",""
"Germany","2018","Total","Male","33","Data tabulated by year of occurrence","Final figure, complete","2020","394",""
"Germany","2018","Total","Male","34","Data tabulated by year of occurrence","Final figure, complete","2020","383",""
"Germany","2018","Total","Male","35","Data tabulated by year of occurrence","Final figure, complete","2020","402",""
"Germany","2018","Total","Male","35 - 39","Data tabulated by year of occurrence","Final figure, complete","2020","2477",""
"Germany","2018","Total","Male","36","Data tabulated by year of occurrence","Final figure, complete","2020","432",""
"Germany","2018","Total","Male","37","Data tabulated by year of occurrence","Final figure, complete","2020","500",""
"Germany","2018","Total","Male","38","Data tabulated by year of occurrence","Final figure, complete","2020","559",""
"Germany","2018","Total","Male","39","Data tabulated by year of occurrence","Final figure, complete","2020","584",""
"Germany","2018","Total","Male","40","Data tabulated by year of occurrence","Final figure, complete","2020","611",""
"Germany","2018","Total","Male","40 - 44","Data tabulated by year of occurrence","Final figure, complete","2020","3587",""
"Germany","2018","Total","Male","41","Data tabulated by year of occurrence","Final figure, complete","2020","698",""
"Germany","2018","Total","Male","42","Data tabulated by year of occurrence","Final figure, complete","2020","709",""
"Germany","2018","Total","Male","43","Data tabulated by year of occurrence","Final figure, complete","2020","736",""
"Germany","2018","Total","Male","44","Data tabulated by year of occurrence","Final figure, complete","2020","833",""
"Germany","2018","Total","Male","45","Data tabulated by year of occurrence","Final figure, complete","2020","966",""
"Germany","2018","Total","Male","45 - 49","Data tabulated by year of occurrence","Final figure, complete","2020","7029",""
"Germany","2018","Total","Male","46","Data tabulated by year of occurrence","Final figure, complete","2020","1173",""
"Germany","2018","Total","Male","47","Data tabulated by year of occurrence","Final figure, complete","2020","1376",""
"Germany","2018","Total","Male","48","Data tabulated by year of occurrence","Final figure, complete","2020","1580",""
"Germany","2018","Total","Male","49","Data tabulated by year of occurrence","Final figure, complete","2020","1934",""
"Germany","2018","Total","Male","50","Data tabulated by year of occurrence","Final figure, complete","2020","2257",""
"Germany","2018","Total","Male","50 - 54","Data tabulated by year of occurrence","Final figure, complete","2020","14672",""
"Germany","2018","Total","Male","51","Data tabulated by year of occurrence","Final figure, complete","2020","2539",""
"Germany","2018","Total","Male","52","Data tabulated by year of occurrence","Final figure, complete","2020","2893",""
"Germany","2018","Total","Male","53","Data tabulated by year of occurrence","Final figure, complete","2020","3321",""
"Germany","2018","Total","Male","54","Data tabulated by year of occurrence","Final figure, complete","2020","3662",""
"Germany","2018","Total","Male","55","Data tabulated by year of occurrence","Final figure, complete","2020","4095",""
"Germany","2018","Total","Male","55 - 59","Data tabulated by year of occurrence","Final figure, complete","2020","23716",""
"Germany","2018","Total","Male","56","Data tabulated by year of occurrence","Final figure, complete","2020","4356",""
"Germany","2018","Total","Male","57","Data tabulated by year of occurrence","Final figure, complete","2020","4873",""
"Germany","2018","Total","Male","58","Data tabulated by year of occurrence","Final figure, complete","2020","5037",""
"Germany","2018","Total","Male","59","Data tabulated by year of occurrence","Final figure, complete","2020","5355",""
"Germany","2018","Total","Male","60","Data tabulated by year of occurrence","Final figure, complete","2020","5719",""
"Germany","2018","Total","Male","60 - 64","Data tabulated by year of occurrence","Final figure, complete","2020","31978",""
"Germany","2018","Total","Male","61","Data tabulated by year of occurrence","Final figure, complete","2020","5992",""
"Germany","2018","Total","Male","62","Data tabulated by year of occurrence","Final figure, complete","2020","6440",""
"Germany","2018","Total","Male","63","Data tabulated by year of occurrence","Final figure, complete","2020","6729",""
"Germany","2018","Total","Male","64","Data tabulated by year of occurrence","Final figure, complete","2020","7098",""
"Germany","2018","Total","Male","65","Data tabulated by year of occurrence","Final figure, complete","2020","7393",""
"Germany","2018","Total","Male","65 - 69","Data tabulated by year of occurrence","Final figure, complete","2020","41388",""
"Germany","2018","Total","Male","66","Data tabulated by year of occurrence","Final figure, complete","2020","8005",""
"Germany","2018","Total","Male","67","Data tabulated by year of occurrence","Final figure, complete","2020","8382",""
"Germany","2018","Total","Male","68","Data tabulated by year of occurrence","Final figure, complete","2020","8760",""
"Germany","2018","Total","Male","69","Data tabulated by year of occurrence","Final figure, complete","2020","8848",""
"Germany","2018","Total","Male","70","Data tabulated by year of occurrence","Final figure, complete","2020","8592",""
"Germany","2018","Total","Male","70 - 74","Data tabulated by year of occurrence","Final figure, complete","2020","45755",""
"Germany","2018","Total","Male","71","Data tabulated by year of occurrence","Final figure, complete","2020","8913",""
"Germany","2018","Total","Male","72","Data tabulated by year of occurrence","Final figure, complete","2020","7463",""
"Germany","2018","Total","Male","73","Data tabulated by year of occurrence","Final figure, complete","2020","9220",""
"Germany","2018","Total","Male","74","Data tabulated by year of occurrence","Final figure, complete","2020","11567",""
"Germany","2018","Total","Male","75","Data tabulated by year of occurrence","Final figure, complete","2020","11779",""
"Germany","2018","Total","Male","75 - 79","Data tabulated by year of occurrence","Final figure, complete","2020","78513",""
"Germany","2018","Total","Male","76","Data tabulated by year of occurrence","Final figure, complete","2020","14097",""
"Germany","2018","Total","Male","77","Data tabulated by year of occurrence","Final figure, complete","2020","16043",""
"Germany","2018","Total","Male","78","Data tabulated by year of occurrence","Final figure, complete","2020","18119",""
"Germany","2018","Total","Male","79","Data tabulated by year of occurrence","Final figure, complete","2020","18475",""
"Germany","2018","Total","Male","80","Data tabulated by year of occurrence","Final figure, complete","2020","18152",""
"Germany","2018","Total","Male","80 - 84","Data tabulated by year of occurrence","Final figure, complete","2020","90025",""
"Germany","2018","Total","Male","81","Data tabulated by year of occurrence","Final figure, complete","2020","18418",""
"Germany","2018","Total","Male","82","Data tabulated by year of occurrence","Final figure, complete","2020","18612",""
"Germany","2018","Total","Male","83","Data tabulated by year of occurrence","Final figure, complete","2020","18563",""
"Germany","2018","Total","Male","84","Data tabulated by year of occurrence","Final figure, complete","2020","16280",""
"Germany","2018","Total","Male","85","Data tabulated by year of occurrence","Final figure, complete","2020","14651",""
"Germany","2018","Total","Male","85 - 89","Data tabulated by year of occurrence","Final figure, complete","2020","72977",""
"Germany","2018","Total","Male","86","Data tabulated by year of occurrence","Final figure, complete","2020","14923",""
"Germany","2018","Total","Male","87","Data tabulated by year of occurrence","Final figure, complete","2020","14949",""
"Germany","2018","Total","Male","88","Data tabulated by year of occurrence","Final figure, complete","2020","14726",""
"Germany","2018","Total","Male","89","Data tabulated by year of occurrence","Final figure, complete","2020","13728",""
"Germany","2018","Total","Male","90","Data tabulated by year of occurrence","Final figure, complete","2020","11749",""
"Germany","2018","Total","Male","90 - 94","Data tabulated by year of occurrence","Final figure, complete","2020","40294",""
"Germany","2018","Total","Male","91","Data tabulated by year of occurrence","Final figure, complete","2020","9569",""
"Germany","2018","Total","Male","92","Data tabulated by year of occurrence","Final figure, complete","2020","8147",""
"Germany","2018","Total","Male","93","Data tabulated by year of occurrence","Final figure, complete","2020","6245",""
"Germany","2018","Total","Male","94","Data tabulated by year of occurrence","Final figure, complete","2020","4584",""
"Germany","2018","Total","Male","95","Data tabulated by year of occurrence","Final figure, complete","2020","3655",""
"Germany","2018","Total","Male","95 - 99","Data tabulated by year of occurrence","Final figure, complete","2020","10159",""
"Germany","2018","Total","Male","96","Data tabulated by year of occurrence","Final figure, complete","2020","2758",""
"Germany","2018","Total","Male","97","Data tabulated by year of occurrence","Final figure, complete","2020","1986",""
"Germany","2018","Total","Male","98","Data tabulated by year of occurrence","Final figure, complete","2020","1295",""
"Germany","2018","Total","Male","99","Data tabulated by year of occurrence","Final figure, complete","2020","465",""
"Germany","2018","Total","Male","100 +","Data tabulated by year of occurrence","Final figure, complete","2020","747",""
"Germany","2018","Total","Female","Total","Data tabulated by year of occurrence","Final figure, complete","2020","484842",""
"Germany","2018","Total","Female","0","Data tabulated by year of occurrence","Final figure, complete","2020","1106",""
"Germany","2018","Total","Female","1","Data tabulated by year of occurrence","Final figure, complete","2020","108",""
"Germany","2018","Total","Female","1 - 4","Data tabulated by year of occurrence","Final figure, complete","2020","234",""
"Germany","2018","Total","Female","2","Data tabulated by year of occurrence","Final figure, complete","2020","54",""
"Germany","2018","Total","Female","3","Data tabulated by year of occurrence","Final figure, complete","2020","39",""
"Germany","2018","Total","Female","4","Data tabulated by year of occurrence","Final figure, complete","2020","33",""
"Germany","2018","Total","Female","5","Data tabulated by year of occurrence","Final figure, complete","2020","25",""
"Germany","2018","Total","Female","5 - 9","Data tabulated by year of occurrence","Final figure, complete","2020","119",""
"Germany","2018","Total","Female","6","Data tabulated by year of occurrence","Final figure, complete","2020","31",""
"Germany","2018","Total","Female","7","Data tabulated by year of occurrence","Final figure, complete","2020","13",""
"Germany","2018","Total","Female","8","Data tabulated by year of occurrence","Final figure, complete","2020","28",""
"Germany","2018","Total","Female","9","Data tabulated by year of occurrence","Final figure, complete","2020","22",""
"Germany","2018","Total","Female","10","Data tabulated by year of occurrence","Final figure, complete","2020","22",""
"Germany","2018","Total","Female","10 - 14","Data tabulated by year of occurrence","Final figure, complete","2020","137",""
"Germany","2018","Total","Female","11","Data tabulated by year of occurrence","Final figure, complete","2020","30",""
"Germany","2018","Total","Female","12","Data tabulated by year of occurrence","Final figure, complete","2020","27",""
"Germany","2018","Total","Female","13","Data tabulated by year of occurrence","Final figure, complete","2020","26",""
"Germany","2018","Total","Female","14","Data tabulated by year of occurrence","Final figure, complete","2020","32",""
"Germany","2018","Total","Female","15","Data tabulated by year of occurrence","Final figure, complete","2020","45",""
"Germany","2018","Total","Female","15 - 19","Data tabulated by year of occurrence","Final figure, complete","2020","304",""
"Germany","2018","Total","Female","16","Data tabulated by year of occurrence","Final figure, complete","2020","58",""
"Germany","2018","Total","Female","17","Data tabulated by year of occurrence","Final figure, complete","2020","57",""
"Germany","2018","Total","Female","18","Data tabulated by year of occurrence","Final figure, complete","2020","77",""
"Germany","2018","Total","Female","19","Data tabulated by year of occurrence","Final figure, complete","2020","67",""
"Germany","2018","Total","Female","20","Data tabulated by year of occurrence","Final figure, complete","2020","72",""
"Germany","2018","Total","Female","20 - 24","Data tabulated by year of occurrence","Final figure, complete","2020","369",""
"Germany","2018","Total","Female","21","Data tabulated by year of occurrence","Final figure, complete","2020","72",""
"Germany","2018","Total","Female","22","Data tabulated by year of occurrence","Final figure, complete","2020","61",""
"Germany","2018","Total","Female","23","Data tabulated by year of occurrence","Final figure, complete","2020","77",""
"Germany","2018","Total","Female","24","Data tabulated by year of occurrence","Final figure, complete","2020","87",""
